bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
,A report of the Massachusetts District Attorneys Association (under item 0340-2100 of Section 2 of Chapter 28 of the Acts of 2023) submitting Disabled Persons Protection Commission data for fiscal year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Executive Office of Labor and Workforce Development (under item 1790-3009 of Section 2 of Chapter 151 of the Acts of 2020) submitting its ninth quarterly report relative to the comprehensive modernization and transformation for the deployment of an online delivery system for unemployment insurance compensation benefits,,online,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Massachusetts Technology Transfer Center (Mass Ventures) (see Section 45B of Chapter 75 of the General Laws) submitting the Acorn Innovation Fund Report for fiscal year 2024,,technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Communication from the Department of Correction (pursuant to item 8900-0001 of Section 2 of Chapter 28 of the Acts of 2023) submitting its quarterly corrections data report for the fourth quarter of calendar year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Executive Office of Public Safety and Security (see item 8900-0001 Section 2 of Chapter 28 of the Acts of 2023) submitting the fourth quarter data report of the Department of Correction for calendar year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Merrimack Valley Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year 2023",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter 126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the first quarter of calendar year 2024,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Communication from the Department of Economic Research relative to its May 2024 Unemployment Insurance Trust Fund data,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Greater Attleboro-Taunton Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year 2023",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Office of the Bristol County Registry of Deeds, Southern District (see Section 2KKK of Chapter 29 of the General Laws) submitting the County Registers Technology Fund request for funds [copies of the communication were forwarded to the committee on Ways and Means and the committee on Post Audit and Oversight, as required by said law]",,technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Executive Office of Health and Human Services (see Section 15 of Chapter 118I of the General Laws) submitting the annual report of the Health Information Technology Council for the calendar year 2023,,information;technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Order relative to procedures to be followed when considering the House Bill to provide for the future information technology needs of Massachusetts,,information;technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Barnstable County Registry of Deeds (see Section 2KKK of Chapter 29 of the General Laws) submitting the County Registers Technology Fund plan for expenditure of funds [copies of the communication were forwarded to the committees on Ways and Means and Post Audit and Oversight, as required by said law]",,technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,The annual report of the MetroWest Regional Transit Authority (under Section 8(g) of Chapter 161B of the General Laws) submitting financial statements and supplementary information for fiscal year 2023,,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Massachusetts Gaming Commission submitting its 2023 annual report (see S2824 for electronic copy),,electronic,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the State Retiree Benefits Trust (“HST”) Board (see Section 24(f) of Chapter 32A of the General Laws) submitting the approved budget for said board for fiscal year 2025 [a copy of the communication was forwarded to the committee on Public Service, for their information]",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter 126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the second quarter of calendar year 2024,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Justice Reinvestment Policy Oversight Board (see Section 11 of Chapter 7D of the General Laws) submitting the annual report on the collection of data and the compliance with justice reinvestment policies for fiscal year 2024,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A statement of available resources and expenditures - statutory basis and supplementary information regarding the House of Representatives for the Fiscal Year ended June 30, 2022",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A statement of available resources and expenditures - statutory basis - and supplementary information regarding the joint accounts of the General Court for the Fiscal Year ended June 30, 2022",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Berkshire Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2023, and June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Berkshire Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year ending June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Franklin Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2023, and June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from Franklin Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year ending June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter 126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the third quarter of calendar year 2024,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Department of Energy Resources (see Section 10 of Chapter 25B of the General Laws) of the effectiveness of energy efficiency in the Commonwealth [a copy of the report was forwarded to the committee on Telecommunications, Utilities and Energy, as required by said law]",,telecommunications,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Massachusetts Technology Development Corporation (Mass Ventures) (see Section 6 of Chapter 40G of the General Laws) submitting financial statements for fiscal year 2024,,technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Pioneer Valley Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2023, and June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Pioneer Valley Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year ending June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Department of Telecommunications and Cable FY24 Annual Report,,telecommunications,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Telecommunications and Cable (see Section 6 of Chapter 25C of the General Laws) submitting its annual report for fiscal year 2024,,telecommunications,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Communication from the Executive Office of Public Safety and Security relative to the appointment of Jeff Farnsworth (pursuant to Chapter 135 of the Acts of 2024) to the Special Commission on Emerging Firearms Technology,,technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Martha’s Vineyard Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2023, and June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Martha’s Vineyard Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year ending June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,FY23 Charter School Data Annual Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,FY24 Charter School Data Annual Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Elementary and Secondary Education (see Section 89(kk) of Chapter 71 of the General Laws) submitting the Charter School Data annual report for fiscal year 2024,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Elementary and Secondary Education (see Section 89(kk) of Chapter 71 of the General Laws) submitting the Charter School Data annual report for fiscal year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Public Health (see Section 2 of Chapter 111 of the General Laws) submitting a report summarizing the birth data and statistics for calendar year 2022,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Public Health (see Section 2 of Chapter 111 of the General Laws) submitting a report summarizing mortality data and statistics for calendar year 2022,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A report of the Southeastern Regional Transit Authority (under Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2023, and June 30, 2024",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Data Collection for Government Assisted Housing in Massachusetts FY24 Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
H105,An Act relative to data transparency in the cannabis industry,,data,,ok,Bill,1999,,,exclude,EX-ADJACENT,auto
H1051,An Act relative to establishing a financial technology task force,,technology,,ok,Bill,1724,,,exclude,EX-ADJACENT,auto
H1059,An Act relative to electronic automobile insurance charges,,electronic,,ok,Bill,316,,,exclude,EX-ADJACENT,auto
H1131,"An Act relating to patient cost, benefit and coverage information, choice, and price transparency",,information,,ok,Bill,7605,,,exclude,EX-ADJACENT,auto
H1169,An Act providing Medicaid coverage for tobacco cessation programs and information,,information,,ok,Bill,382,,,exclude,EX-ADJACENT,auto
H1212,An Act relative to determination of need of new technology,,technology,,ok,Bill,698,,,exclude,EX-ADJACENT,auto
H1222,An Act to ensure uniform and transparent reporting of medical debt data,,data,,ok,Bill,5746,,,exclude,EX-ADJACENT,auto
H1238,An Act to improve patient care through integrated electronic health records,,electronic,,ok,Bill,11777,data_privacy:1;privacy_generic:2,expert in health information technology; 1 shall be an expert in law and health policy; 1 shall be an expert in health information privacy and security; 1 shall be from an academic medical center; 1 shall be from a community hospital; 1 shall be from a commu,exclude,EX-ADJACENT,health IT integration
H1283,An Act protecting public higher education student information,,information,,ok,Bill,462,privacy_generic:1,"of Chapter 15A shall not be required to produce records defined as education records in the Family Education Rights and Privacy Act (20 USC 11232g) at 34 CFR § 99.3, including those education records designated by the public colleges and universit",include,IN-TEXT,public higher-ed student information protection
H1308,An Act relative to the use of credit reporting in housing,,credit_reporting,,ok,Bill,4294,,,exclude,EX-ADJACENT,credit reporting in housing (consumer-finance domain)
H1338,An Act relative to electronic meetings and voting in condominiums,,electronic,,ok,Bill,3122,,,exclude,EX-ADJACENT,auto
H1349,An Act improving municipal access to general existing housing data,,data,,ok,Bill,2680,,,exclude,EX-ADJACENT,auto
H1394,An Act relative to law enforcement access to prescription monitoring data,,data,,ok,Bill,1029,,,exclude,EX-ADJACENT,auto
H1405,An Act relative to uniform real property electronic recordings,,electronic,,ok,Bill,5383,,,exclude,EX-ADJACENT,auto
H1422,An Act relative to Trial Court data collection,,data,,ok,Bill,350,,,exclude,EX-ADJACENT,auto
H1433,An Act relative to the free flow of information,,information,,ok,Bill,4734,,,exclude,EX-ADJACENT,auto
H1488,An Act relative to unmanned aerial vehicles,,drones,,ok,Bill,2815,privacy_generic:1,"ally surveil another person when the other person in such place and circumstance would have a reasonable expectation of privacy in not being so photographed, videotaped or electronically surveilled, and without that person's knowledge and consent,",exclude,EX-ADJACENT,drone peeping offense; physical surveillance
H1490,An Act relative to authorizing electronic signatures for criminal complaints,,electronic,,ok,Bill,1291,,,exclude,EX-ADJACENT,auto
H1519,An Act relative to locating missing persons via mobile data  (Kelsey's Bill),,data,,ok,Bill,2227,geolocation:4,"reless telecommunications carrier or in-vehicle security and communications service provider, shall immediately provide location information concerning the telecommunications devices of the user to the requesting law enforcement agency (i) in order to respond",include,IN-TEXT,carrier disclosure of location data for missing persons
H1522,An Act relative to the Uniform Electronic Legal Material Act,,electronic,,ok,Bill,6261,,,exclude,EX-ADJACENT,auto
H1545,An Act to simplify the administrative aspect of evidentiary use of medical information,,information,,ok,Bill,2479,,,exclude,EX-ADJACENT,auto
H1555,An Act establishing an internet bill of rights,,internet,,ok,Bill,135592,personal_information:246;biometric:3;geolocation:1;genetic_privacy:3;data_protection:77;security_breach:23,"ing terms shall, unless the context clearly requires otherwise, have the following meanings: “Binding corporate rules”, personal data protection policies adhered to by a controller or processor established in the commonwealth for transfers or a set of t",include,IN-TEXT,auto
H1580,An Act relative to the release of sex offender information to victims,,information,,ok,Bill,453,,,exclude,EX-ADJACENT,auto
H1582,An Act relative to the enticement of children online,,online,,ok,Bill,329,,,exclude,EX-ADJACENT,auto
H1627,An Act requiring the inclusion of certain civil rights offense information in the statewide domestic violence recordkeeping system,,information,,ok,Bill,2336,,,exclude,EX-ADJACENT,auto
H1641,An Act for uniform fiduciary access to digital assets,,digital,,ok,Bill,23195,,,exclude,EX-ADJACENT,auto
H1653,"An Act to protect private electronic communication, browsing and other activity",,electronic,,ok,Bill,30818,geolocation:13;surveillance:2;privacy_generic:2,"lectronic form and that enables access to, or use of, an electronic communication service, remote computing service, or location information service. “Electronic device information”, electronic communication information and location information stored in a dev",include,IN-TEXT,warrant standard for stored electronic communications/browsing data
H170,An Act requiring licensure for use of graduated electronic decelerators,,electronic,,ok,Bill,2177,,,exclude,EX-ADJACENT,auto
H1719,An Act relative to criminal offender record information checks,,information,,ok,Bill,1816,,,exclude,EX-ADJACENT,auto
H1723,An Act relative to legal advertisements in online-only newspapers,,online,,ok,Bill,1074,,,exclude,EX-ADJACENT,auto
H1733,An Act expanding opportunities for individuals in the criminal offender record information system,,information,,ok,Bill,1630,,,exclude,EX-ADJACENT,auto
H1748,An Act relative to access to a decedent's electronic mail accounts,,electronic,,ok,Bill,24233,,,exclude,EX-ADJACENT,auto
H1762,An Act relative to civil asset forfeiture transparency and data reporting,,data,,ok,Bill,4406,personal_information:1;privacy_generic:1,"he publication of information in violation of any law or regulation relating to criminal offender record information or personally identifiable information, or any other applicable privacy law. If an agency has made no seizures or forfeitures during the previous year, a null",exclude,EX-ADJACENT,asset forfeiture transparency reporting
H1769,An Act relative to the use of administrative subpoenas to obtain telephone and internet records without judicial review,,internet,,ok,Bill,2483,,,exclude,EX-ADJACENT,auto
H1787,An Act automatically sealing cannabis records and promoting uniform digital record keeping,,digital,,ok,Bill,1356,,,exclude,EX-ADJACENT,auto
H1802,An Act improving juvenile justice data collection,,data,,ok,Bill,18571,electronic_monitoring:1,"a case to district or superior Court; to impose bail; to impose pretrial release conditions; to place a juvenile on an electronic monitoring device, either as a condition of pretrial release, as a condition of probation after disposition of a case to revoke",exclude,EX-ADJACENT,juvenile justice statistics
H1841,An Act protecting wages of employees who receive wages through an electronic wage card,,electronic,,ok,Bill,1630,,,exclude,EX-ADJACENT,auto
H1859,An Act relative to improving PFML data reporting,,data,,ok,Bill,2112,,,exclude,EX-ADJACENT,auto
H1862,An Act relative to workforce data accessibility,,data,,ok,Bill,6382,privacy_generic:4,"vices; and educational and other credential attainment. The department shall adhere to all applicable state and federal privacy laws, to protect individuals’ private information while allowing measurement of aggregate data. SECTION 3. Not later th",exclude,EX-ADJACENT,workforce statistics
H190,An Act creating an electronic backpack for foster children’s educational records,,electronic,,ok,Bill,3195,,,exclude,EX-ADJACENT,auto
H1939,An Act relative to the confidentiality of communications of information of labor organizations,,information,,ok,Bill,5235,,,exclude,EX-ADJACENT,auto
H1974,An Act regulating the use of artificial intelligence (AI) in providing mental health services,,artificial_intelligence,,ok,Bill,2454,,,exclude,EX-ADJACENT,auto
H2015,An Act relative to the limited sharing of medical information with the family of mentally ill patients in emergency situations,,information,,ok,Bill,774,,,exclude,EX-ADJACENT,auto
H210,An Act relative to the use of electronic benefit transfer cards with regard to online grocery delivery services,,electronic;online,,ok,Bill,559,,,exclude,EX-ADJACENT,auto
H2169,An Act relative to patient access to information regarding breast reconstructive surgery,,information,,ok,Bill,1096,,,exclude,EX-ADJACENT,auto
H2307,An Act relative to crime gun data reporting and analysis,,data,,ok,Bill,2874,,,exclude,EX-ADJACENT,auto
H2332,An Act relative to electronic defensive devices,,electronic,,ok,Bill,8058,,,exclude,EX-ADJACENT,auto
H2341,An Act relative to the transparency of electronic weapons and devices,,electronic,,ok,Bill,741,,,exclude,EX-ADJACENT,auto
H2377,An Act relative to armed private security information,,information,,ok,Bill,1924,,,exclude,EX-ADJACENT,auto
H2385,An Act establishing a smart gun technology task force,,technology,,ok,Bill,976,,,exclude,EX-ADJACENT,auto
H2453,An Act relative to documentary material or data received by retirement boards,,data,,ok,Bill,270,,,exclude,EX-ADJACENT,auto
H255,An Act relative to establishing an online lottery,,online,,ok,Bill,14320,,,exclude,EX-ADJACENT,auto
H2671,An Act relative to electronic monitoring department personnel pension group classification,,electronic,,ok,Bill,426,,,exclude,EX-ADJACENT,auto
H2751,An Act relative to the electronic filing of certain forms used in property valuation,,electronic,,ok,Bill,895,,,exclude,EX-ADJACENT,auto
H2773,An Act providing incentives to the digital interactive media/entertainment industries,,digital,,ok,Bill,11570,,,exclude,EX-ADJACENT,auto
H2787,An Act relative to taxation of digital advertising services,,digital,,ok,Bill,5035,,,exclude,EX-ADJACENT,auto
H2792,An Act relative to qualified data centers in the Commonwealth,,data,,ok,Bill,13619,biometric:1;surveillance:1,"personnel, permanent security guards, video camera surveillance, an electronic system requiring pass codes, keycards or biometric scans or similar security features. “Qualification period”, a 20-year period of time beginning on the effective date of",exclude,EX-FALSEPOS,biometric/surveillance = physical security of data centers
H281,An Act relative to the security of personal financial information,,information,,ok,Bill,7681,personal_information:10;biometric:1;security_breach:2,"data and the confidential process or key that is capable of compromising the security, confidentiality, or integrity of personal information, maintained by a person or agency that creates an identifiable risk of identity theft or fraud. A good faith but unauth",include,IN-TEXT,auto
H2814,An Act relative to smart gun technology tax incentive program,,technology,,ok,Bill,4346,biometric:1;facial_recognition:1,"r” the following two definitions:- “smart gun”, is a firearm that can detect its authorized user(s) through identifying biometric technology (including fingerprints, facial recognition, etc.), blue tooth, or other technology-based identifying inform",exclude,EX-FALSEPOS,"biometric refers to gun-lock hardware, not data handling"
H2821,An Act to establish a digital advertising revenue commission,,digital,,ok,Bill,2611,,,exclude,EX-ADJACENT,auto
H2828,An Act establishing a tax for online advertising,,online,,ok,Bill,1740,,,exclude,EX-ADJACENT,auto
H2847,An Act relative to exempting small businesses from the telecommunications tax,,telecommunications,,ok,Bill,707,,,exclude,EX-ADJACENT,auto
H290,An Act relative to the right to repair motor vehicle data law,,data;right_to_repair,,ok,Bill,1206,,,exclude,EX-ADJACENT,right to repair motor vehicle data law
H2930,An Act establishing a tax for online advertising,,online,,ok,Bill,1684,,,exclude,EX-ADJACENT,auto
H2966,An Act establishing a tax on local revenues from digital advertising,,digital,,ok,Bill,5126,,,exclude,EX-ADJACENT,auto
H2972,An Act relative to preserving information content of historic resources with community preservation funds,,information,,ok,Bill,288,,,exclude,EX-ADJACENT,auto
H2993,An Act relative to civil asset forfeiture data reporting,,data,,ok,Bill,7357,,,exclude,EX-ADJACENT,auto
H3021,An Act relative to the technology fund,,technology,,ok,Bill,494,,,exclude,EX-ADJACENT,auto
H3064,An Act relative to online posting of CMRs,,online,,ok,Bill,491,,,exclude,EX-ADJACENT,auto
H3082,An Act regarding information governance,,information,,ok,Bill,1583,privacy_generic:1,"intain, and enforce a comprehensive information governance plan, including, at minimum, protocols for: storage, naming, privacy, security, routine disposal and methods for halting that disposal when necessary, and appropriate sharing of documents",exclude,EX-ADJACENT,municipal records management
H3179,An Act relative to internet service provider data,,data;internet,,ok,Bill,1498,personal_information:3,"eement, or otherwise operates in the commonwealth of Massachusetts may collect, use, disclose or otherwise disseminate, personal information from a customer resulting from the customer’s use of the telecommunications or internet service provider without expres",include,IN-TEXT,auto
H319,An Act to clarify the Consumer Protection Act,,consumer_protection,,ok,Bill,377,,,exclude,EX-ADJACENT,auto
H3191,An Act encouraging advanced leak repair technology and renewable thermal energy infrastructure,,technology,,ok,Bill,543,,,exclude,EX-ADJACENT,auto
H3217,An Act relative to consumer access to residential energy information,,information,,ok,Bill,13654,personal_information:1,"g and, where appropriate, recommendations for energy related improvements. Such information shall not contain any other personal data as defined in section 1 of chapter 66A. SECTION 7. Said section 3 of said chapter 25A, as so appearing, is hereby amend",exclude,EX-PROGRAM-INCIDENT,energy-scorecard bill; privacy clauses are program-incident
H3239,An Act empowering library access to electronic books and digital audiobooks,,electronic;digital,,ok,Bill,7077,,,exclude,EX-ADJACENT,auto
H3256,"An Act regulating the flight of unmanned aircraft/drones in the airspace over all early, elementary and secondary education facilities in the Commonwealth",,drones,,ok,Bill,1528,,,exclude,EX-ADJACENT,drone airspace regulation
H3278,An Act relative to electronic license plates,,electronic,,ok,Bill,2975,,,exclude,EX-ADJACENT,auto
H329,An Act relative to disclosure notice in the right to repair motor vehicle data law,,data;right_to_repair,,ok,Bill,974,,,exclude,EX-ADJACENT,right to repair disclosure notice
H3309,An Act establishing an auction or online transfer for low number registration plates in the Registry of Motor Vehicles,,online,,ok,Bill,814,,,exclude,EX-ADJACENT,auto
H3325,An Act relative to the safe operation of drones in the Commonwealth,,drones,,ok,Bill,5030,,,exclude,EX-ADJACENT,drone operation safety
H3358,An Act relative to airplane noise data collection and Good Neighbor Policy,,data,,ok,Bill,3294,,,exclude,EX-ADJACENT,auto
H3372,An Act relative to third party delivery data reporting,,data,,ok,Bill,7670,,,exclude,EX-ADJACENT,auto
H3429,An Act relative to unmanned aerial systems,,drones,,ok,Bill,6112,surveillance:2,"orrection for not more than six months, or both. (e) No person shall operate a UAS or UAV for the purpose of conducting surveillance or observation of an individual, their private real property, or dwelling inclusive of the curtilage without said indiv",exclude,EX-ADJACENT,drone surveillance offense; physical surveillance
H3431,An Act relative to license plate readers,,plate_reader,,ok,Bill,13428,,,include,IN-TEXT,"ALPR data regulation (retention, access, GPS coordinates)"
H3445,An Act relative to automobile technology,,technology,,ok,Bill,9551,,,exclude,EX-ADJACENT,auto
H3469,An Act relative to electronic toll payments,,electronic,,ok,Bill,941,,,exclude,EX-ADJACENT,auto
H351,An Act relative to consumer protection on online automobile franchise transactions,,online;consumer_protection,,ok,Bill,565,,,exclude,EX-ADJACENT,auto
H3561,An Act relative to posting information about the National Human Trafficking Resource Center hotline,,information,,ok,Bill,1685,,,exclude,EX-ADJACENT,auto
H3585,An Act relative to telehealth and digital equity for patients,,digital,,ok,Bill,23453,,,exclude,EX-ADJACENT,auto
H360,An Act relative to digital right to repair,,digital;right_to_repair,,ok,Bill,8534,,,exclude,EX-ADJACENT,right to repair
H3700,An Act relative to consumer protection and private utility lines and poles,,consumer_protection,,ok,Bill,2331,,,exclude,EX-ADJACENT,auto
H3763,An Act relative to healthcare proxy information,,information,,ok,Bill,1312,,,exclude,EX-ADJACENT,auto
H3780,"An Act related to the resiliency, public safety and quality of broadband in Massachusetts",,,J33,ok,Bill,5120,privacy_generic:1,"cluding broadband speed, peak usage data and packet loss; (iii) network management practices; (iv) data allowances; (v) privacy policies; and (vi) any other information that the department determines to be necessary. The department shall promulgat",exclude,EX-FALSEPOS,ISP privacy policies as one reporting item
H3818,An Act preventing rampant online technological exploitation and criminal trafficking,,online,,ok,Bill,19103,facial_recognition:1,"rom the visual depiction itself or information displayed in connection with the visual depiction, including through (i) facial recognition, (ii) an identifying marking on the individual, including a birthmark or piercing, (iii) an identifying feature of the",exclude,EX-ADJACENT,online exploitation criminal offense
H383,An Act allowing electronic delivery receipts for certain bulk sale customers,,electronic,,ok,Bill,911,,,exclude,EX-ADJACENT,auto
H3831,An Act to establish public internet service,,internet,J33,ok,Bill,5041,geolocation:1;privacy_generic:2,"the following steps: (a) not collect, use, disclose or retain internet data through the use of a device, web browsing, location information or any other internet usage beyond what is necessary to provide, maintain and secure the service; (b) monitor data info",include,IN-TEXT,municipal ISP data-minimization duty
H3847,"Communication from the Department of Energy Resources of the Executive Office of Energy and Environmental Affairs (under the provisions of section 12 of Chapter 25A of the General Laws) submitting regulations 225 CMR 24.00 – Municipal Fossil Fuel Free Building Construction and Renovation Demonstration Project, and also establishing data reporting requirements and assessment procedures to measure impacts of fossil fuel free building code requirements",,data,,ok,Bill,0,,,exclude,EX-ADJACENT,auto
H386,An Act relative to consumer health data,,data,,ok,Bill,15744,personal_information:10;data_privacy:5;biometric:3;geolocation:1;sale_of_data:3;privacy_generic:9,"consumer’s acceptance of a general or broad Terms of Use agreement or a similar document that contains descriptions of personal data processing along with other, unrelated information; (ii) A consumer hovering over, muting, pausing, or closing a given",include,IN-TEXT,auto
H3863,An Act relative to the dangerous release of personal civil rights information,,information,,ok,Bill,3443,personal_information:1,", shotguns, machine guns and ammunition therefor, as defined in said section 121 of said chapter 140, that contains any personal information including but not limited to names, street address, town, zip code, license identification numbers, date of birth, date",include,IN-TEXT,firearm-license personal info release restriction
H395,An Act relative to online advertising,,online,,ok,Bill,12240,personal_information:26;privacy_generic:2,"using or accessing a website, webpage or online service that includes the display of advertisements. (B) The term “non-personally identifiable information” means information collected or logged by a third party advertising network that cannot be used, by itself, to contact,",include,IN-TEXT,auto
H4021,An Act requiring employers to post information on veterans' benefits and services,,information,,ok,Bill,1349,,,exclude,EX-ADJACENT,auto
H4024,An Act establishing a commission on automated decision-making by government in the Commonwealth,,,J33,ok,Bill,7307,data_protection:1,"ctions; (v) examine matters related to data sources, data sharing agreements, data security provisions, compliance with data protection laws and regulations, and all other issues related to how data is protected, used, and shared by executive agencies usi",exclude,EX-ADJACENT,government automated-decision commission (AI governance)
H4027,An Act allowing print free digital legal notices for the town of Arlington,,digital,,ok,Bill,2276,,,exclude,EX-ADJACENT,auto
H4132,An Act allowing electronic delivery receipts for certain bulk sale customers,,electronic,,ok,Bill,695,,,exclude,EX-ADJACENT,auto
H4154,An Act relative to stores offering digital coupons,,digital,,ok,Bill,2006,,,exclude,EX-ADJACENT,auto
H419,"An Act establishing an advisory commission on science, technology, engineering, and mathematics",,technology,,ok,Bill,5216,,,exclude,EX-ADJACENT,auto
H4222,An Act advancing grid enhancement technology,,technology,,ok,Bill,3629,,,exclude,EX-ADJACENT,auto
H4242,An Act to provide for the future information technology needs of Massachusetts,,information;technology,,ok,Bill,0,,,exclude,EX-ADJACENT,auto
H4266,An Act protecting public higher education student information,,information,,ok,Bill,547,privacy_generic:1,"of Chapter 15A shall not be required to produce records defined as education records in the Family Education Rights and Privacy Act (20 USC 11232g) at 34 CFR § 99.3, including those education records designated by the public colleges and universit",include,IN-TEXT,"same title as H1283, later filing"
H431,An Act to expand the Massachusetts School Building Authority and create a new program to assist public school districts with 21st century technology upgrades,,technology,,ok,Bill,599,,,exclude,EX-ADJACENT,auto
H4331,An Act relative to authorizing electronic signatures for criminal complaints,,electronic,,ok,Bill,1268,,,exclude,EX-ADJACENT,auto
H4332,An Act to simplify the administrative aspect of evidentiary use of medical information,,information,,ok,Bill,851,,,exclude,EX-ADJACENT,auto
H4345,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,340,,,exclude,EX-ADJACENT,auto
H4346,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,298,,,exclude,EX-ADJACENT,auto
H4347,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,330,,,exclude,EX-ADJACENT,auto
H4348,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,315,,,exclude,EX-ADJACENT,auto
